student_id,profile_type,step_number,session_id,recommended_skill_id,outcome_success,outcome_score,outcome_time_spent,reward,1a,1b,2a,2b,2c,3a,3b,3c,4a,4b,4c,5a,5b,6a,6b,6c,7a,7b,7c,8a,8b,8c,9a
sint_0002,desde_cero,11,ses_sint_0002_2,5a,0,0.4300,371,-0.7000,45,100,23,24,-27,4,2,5,8,9,10,10,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,12,ses_sint_0002_2,1a,1,0.9500,196,1.3971,45,100,23,24,-27,4,2,5,8,9,10,-13,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,13,ses_sint_0002_2,5a,0,0.1700,459,-0.7000,75,100,23,24,-27,4,2,5,8,9,10,-13,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,14,ses_sint_0002_2,5a,1,0.9000,292,2.2933,75,100,23,24,-27,4,2,5,8,9,10,-30,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,15,ses_sint_0002_2,1b,1,0.9800,136,0.7410,75,100,23,24,-27,4,2,5,8,9,10,0,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,16,ses_sint_0002_2,5a,1,0.9100,243,1.9372,75,100,23,24,-27,4,2,5,8,9,10,0,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,17,ses_sint_0002_2,5a,1,0.8500,236,1.5812,75,100,23,24,-27,4,2,5,8,9,10,30,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,18,ses_sint_0002_2,2a,1,0.9100,199,1.6669,75,100,23,24,-27,4,2,5,8,9,10,60,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,19,ses_sint_0002_3,1b,1,0.9800,107,0.7499,75,100,53,24,-27,4,2,5,8,9,10,60,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,20,ses_sint_0002_3,2a,1,0.9000,202,1.3109,75,100,53,24,-27,4,2,5,8,9,10,60,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,21,ses_sint_0002_3,1a,1,0.9700,116,0.8749,90,100,83,24,-27,4,2,5,8,9,10,60,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,22,ses_sint_0002_3,1a,1,0.9800,177,0.7909,97,100,83,24,-27,4,2,5,8,9,10,60,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,23,ses_sint_0002_3,2c,0,0.1700,448,-0.7000,99,100,83,24,-27,4,2,5,8,9,10,60,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,24,ses_sint_0002_3,5a,1,0.9600,191,1.2357,99,100,83,24,-30,4,2,5,8,9,10,60,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,25,ses_sint_0002_3,2c,0,0.1600,435,-0.7000,99,100,83,24,-30,4,2,5,8,9,10,89,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,26,ses_sint_0002_3,1b,1,0.9600,171,0.7597,99,100,83,24,-30,4,2,5,8,9,10,89,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,27,ses_sint_0002_3,1a,1,0.9500,150,0.7683,99,100,83,24,-30,4,2,5,8,9,10,89,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,28,ses_sint_0002_4,2a,1,0.9600,127,0.9644,100,100,83,24,-30,4,2,5,8,9,10,89,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,29,ses_sint_0002_4,1a,1,0.9800,125,0.7632,100,100,94,24,-30,4,2,5,8,9,10,89,9,2,7,3,5,2,5,6,8,4,4
sint_0002,desde_cero,30,ses_sint_0002_4,1a,1,0.9700,117,0.7616,100,100,94,24,-30,4,2,5,8,9,10,89,9,2,7,3,5,2,5,6,8,4,4
sint_0003,desde_cero,1,ses_sint_0003_1,5a,1,0.8600,234,1.8725,24,32,32,15,19,2,7,4,8,9,10,5,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,2,ses_sint_0003_1,1b,1,0.9700,200,1.5523,24,32,32,15,19,2,7,4,8,9,10,35,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,3,ses_sint_0003_1,5a,0,0.2300,383,-0.7000,24,62,32,15,19,2,7,4,8,9,10,35,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,4,ses_sint_0003_1,5a,1,0.8600,245,1.7921,24,62,32,15,19,2,7,4,8,9,10,12,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,5,ses_sint_0003_1,5a,1,0.9400,197,1.4360,24,62,32,15,19,2,7,4,8,9,10,42,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,6,ses_sint_0003_1,2c,0,0.3900,379,-0.7000,24,62,32,15,19,2,7,4,8,9,10,71,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,7,ses_sint_0003_1,5a,1,0.9400,184,1.0895,24,62,32,15,-6,2,7,4,8,9,10,71,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,8,ses_sint_0003_1,1a,0,0.2500,381,-0.7000,24,62,32,15,-6,2,7,4,8,9,10,86,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,9,ses_sint_0003_1,5b,1,0.7800,206,1.8600,-1,62,32,15,-6,2,7,4,8,9,10,86,6,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,10,ses_sint_0003_2,2c,1,0.8300,240,2.0161,-1,62,32,15,-6,2,7,4,8,9,10,86,36,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,11,ses_sint_0003_2,5b,0,0.3500,313,-0.7000,-1,62,32,15,24,2,7,4,8,9,10,86,36,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,12,ses_sint_0003_2,5b,0,0.4400,423,-0.7000,-1,62,32,15,24,2,7,4,8,9,10,86,14,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,13,ses_sint_0003_2,5b,1,0.8500,286,2.0677,-1,62,32,15,24,2,7,4,8,9,10,86,-11,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,14,ses_sint_0003_2,1b,0,0.3400,238,-0.7000,-1,62,32,15,24,2,7,4,8,9,10,86,19,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,15,ses_sint_0003_2,5b,1,0.9300,202,1.7086,-1,39,32,15,24,2,7,4,8,9,10,86,19,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,16,ses_sint_0003_2,1a,1,0.9500,224,1.9577,-1,39,32,15,24,2,7,4,8,9,10,86,49,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,17,ses_sint_0003_2,1a,1,0.9500,183,1.6016,29,39,32,15,24,2,7,4,8,9,10,86,49,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,18,ses_sint_0003_2,2b,0,0.2500,411,-0.7000,59,39,32,15,24,2,7,4,8,9,10,86,49,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,19,ses_sint_0003_3,5b,0,0.2400,290,-0.7000,59,39,32,-10,24,2,7,4,8,9,10,86,49,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,20,ses_sint_0003_3,2a,0,0.3400,314,-0.7000,59,39,32,-10,24,2,7,4,8,9,10,86,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,21,ses_sint_0003_3,1b,1,0.9300,159,1.4763,59,39,7,-10,24,2,7,4,8,9,10,86,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,22,ses_sint_0003_3,1b,1,0.9700,164,1.1385,59,67,7,-10,24,2,7,4,8,9,10,86,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,23,ses_sint_0003_3,5a,1,0.9500,159,0.9137,59,84,7,-10,24,2,7,4,8,9,10,86,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,24,ses_sint_0003_3,1b,1,0.9300,138,0.9466,59,84,7,-10,24,2,7,4,8,9,10,94,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,25,ses_sint_0003_3,5a,1,0.9800,152,0.8231,59,92,7,-10,24,2,7,4,8,9,10,94,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,26,ses_sint_0003_3,2b,0,0.1700,425,-0.7000,59,92,7,-10,24,2,7,4,8,9,10,97,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,27,ses_sint_0003_3,5a,1,0.9700,176,0.7788,59,92,7,-30,24,2,7,4,8,9,10,97,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,28,ses_sint_0003_4,2c,0,0.4400,348,-0.7000,59,92,7,-30,24,2,7,4,8,9,10,99,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,29,ses_sint_0003_4,5a,1,0.9800,174,0.7583,59,92,7,-30,1,2,7,4,8,9,10,99,29,7,9,2,3,3,7,7,3,3,8
sint_0003,desde_cero,30,ses_sint_0003_4,1b,1,0.9600,140,0.8386,59,92,7,-30,1,2,7,4,8,9,10,100,29,7,9,2,3,3,7,7,3,3,8
sint_0004,parcial,1,ses_sint_0004_1,1b,1,0.9600,229,1.9746,41,0,37,43,0,72,73,0,61,64,0,10,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,2,ses_sint_0004_1,1a,1,0.9000,169,1.4865,41,30,37,43,0,72,73,0,61,64,0,10,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,3,ses_sint_0004_1,1a,1,0.9100,174,1.1514,69,30,37,43,0,72,73,0,61,64,0,10,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,4,ses_sint_0004_1,2a,1,0.8500,220,1.5461,85,30,37,43,0,72,73,0,61,64,0,10,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,5,ses_sint_0004_1,1a,1,0.9200,167,0.9683,85,30,67,43,0,72,73,0,61,64,0,10,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,6,ses_sint_0004_1,5a,1,0.8300,240,1.8674,93,30,67,43,0,72,73,0,61,64,0,10,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,7,ses_sint_0004_1,5a,1,0.8800,228,1.5113,93,30,67,43,0,72,73,0,61,64,0,40,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,8,ses_sint_0004_1,1b,1,0.9500,187,1.6370,93,30,67,43,0,72,73,0,61,64,0,70,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,9,ses_sint_0004_1,5a,1,0.9000,148,1.1591,93,60,67,43,0,72,73,0,61,64,0,70,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,10,ses_sint_0004_2,1a,1,0.9600,197,0.8850,93,60,67,43,0,72,73,0,61,64,0,86,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,11,ses_sint_0004_2,5a,1,0.9300,175,0.9664,97,60,67,43,0,72,73,0,61,64,0,86,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,12,ses_sint_0004_2,2c,1,0.7800,277,2.0046,97,60,67,43,0,72,73,0,61,64,0,94,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,13,ses_sint_0004_2,5a,1,0.9600,162,0.8771,97,60,67,43,30,72,73,0,61,64,0,94,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,14,ses_sint_0004_2,5b,0,0.3600,411,-0.7000,97,60,67,43,30,72,73,0,61,64,0,98,18,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,15,ses_sint_0004_2,5a,1,0.9700,140,0.8323,97,60,67,43,30,72,73,0,61,64,0,98,-7,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,16,ses_sint_0004_2,1b,1,0.9100,185,1.2859,97,60,67,43,30,72,73,0,61,64,0,99,-7,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,17,ses_sint_0004_2,5b,1,0.7400,273,2.0943,97,82,67,43,30,72,73,0,61,64,0,99,-7,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,18,ses_sint_0004_2,5a,1,0.9500,154,0.8230,97,82,67,43,30,72,73,0,61,64,0,99,23,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,19,ses_sint_0004_3,2a,1,0.9400,139,1.2145,97,82,67,43,30,72,73,0,61,64,0,100,23,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,20,ses_sint_0004_3,1b,1,0.9600,160,1.0332,97,82,84,43,30,72,73,0,61,64,0,100,23,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,21,ses_sint_0004_3,2a,0,0.2800,299,-0.7000,97,92,84,43,30,72,73,0,61,64,0,100,23,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,22,ses_sint_0004_3,2b,0,0.2800,352,-0.7000,97,92,63,43,30,72,73,0,61,64,0,100,23,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,23,ses_sint_0004_3,5b,1,0.9200,229,1.7359,97,92,63,18,30,72,73,0,61,64,0,100,23,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,24,ses_sint_0004_3,6b,1,0.8600,218,1.8919,97,92,63,18,30,72,73,0,61,64,0,100,53,13,10,11,22,11,16,22,18,15,14
sint_0004,parcial,25,ses_sint_0004_3,5a,1,0.9700,144,0.8222,97,92,63,18,30,72,73,0,61,64,0,100,53,13,40,11,22,11,16,22,18,15,14
sint_0004,parcial,26,ses_sint_0004_3,2c,1,0.9800,236,1.6582,97,92,63,18,30,72,73,0,61,64,0,100,53,13,40,11,22,11,16,22,18,15,14
sint_0004,parcial,27,ses_sint_0004_3,2b,0,0.4100,359,-0.7000,97,92,63,18,60,72,73,0,61,64,0,100,53,13,40,11,22,11,16,22,18,15,14
sint_0004,parcial,28,ses_sint_0004_4,1a,1,0.9400,155,0.8534,97,92,63,-7,60,72,73,0,61,64,0,100,53,13,40,11,22,11,16,22,18,15,14
sint_0004,parcial,29,ses_sint_0004_4,5a,1,0.9700,165,0.8206,99,92,63,-7,60,72,73,0,61,64,0,100,53,13,40,11,22,11,16,22,18,15,14
sint_0004,parcial,30,ses_sint_0004_4,2b,0,0.4100,340,-0.7000,99,92,63,-7,60,72,73,0,61,64,0,100,53,13,40,11,22,11,16,22,18,15,14
sint_0005,parcial,1,ses_sint_0005_1,1a,1,0.9000,169,1.3378,54,0,43,55,0,57,79,0,70,56,0,23,20,21,10,23,13,13,17,14,11,15,18
sint_0005,parcial,2,ses_sint_0005_1,1a,0,0.3200,257,-0.7000,74,0,43,55,0,57,79,0,70,56,0,23,20,21,10,23,13,13,17,14,11,15,18
sint_0005,parcial,3,ses_sint_0005_1,2b,1,0.8700,145,1.3199,51,0,43,55,0,57,79,0,70,56,0,23,20,21,10,23,13,13,17,14,11,15,18
sint_0005,parcial,4,ses_sint_0005_1,2b,1,0.9500,140,1.0861,51,0,43,75,0,57,79,0,70,56,0,23,20,21,10,23,13,13,17,14,11,15,18
